"academy_awards_1957","actors_47","0.7045454545454546"
"academy_awards_1778","actors_127","0.905"
"academy_awards_2055","actors_122","0.7380952380952381"
"academy_awards_4272","actors_86","0.7083333333333333"
"academy_awards_961","actors_140","0.905"
"academy_awards_4147","actors_88","0.7105263157894737"
"academy_awards_2566","actors_113","0.905"
"academy_awards_671","actors_72","0.905"
"academy_awards_1776","actors_51","0.905"
"academy_awards_945","actors_67","0.7727272727272727"
"academy_awards_845","actors_69","0.905"
"academy_awards_1220","actors_136","0.905"
"academy_awards_943","actors_67","0.7307692307692308"
"academy_awards_2334","actors_39","0.872741935483871"
"academy_awards_941","actors_67","0.7777777777777778"
"academy_awards_2240","actors_41","0.905"
"academy_awards_1338","actors_58","0.7471052631578947"
"academy_awards_3182","actors_102","0.7058823529411764"
"academy_awards_2288","actors_40","0.8871428571428572"
"academy_awards_4363","actors_7","0.905"
"academy_awards_1995","actors_47","0.905"
"academy_awards_3679","actors_16","0.7142857142857143"
"academy_awards_1330","actors_60","0.905"
"academy_awards_3548","actors_18","0.905"
"academy_awards_4270","actors_9","0.8494444444444444"
"academy_awards_2987","actors_105","0.7142857142857143"
"academy_awards_508","actors_75","0.8692857142857143"
"academy_awards_3187","actors_24","0.905"
"academy_awards_503","actors_148","1.0"
"academy_awards_2943","actors_106","0.905"
"academy_awards_1207","actors_62","0.7272727272727273"
"academy_awards_2506","actors_36","0.905"
"academy_awards_4364","actors_85","0.7166666666666667"
"academy_awards_1731","actors_52","0.905"
"academy_awards_1012","actors_139","0.905"
"academy_awards_3624","actors_17","0.905"
"academy_awards_1997","actors_123","0.7"
"academy_awards_3645","actors_94","0.7222222222222222"
"academy_awards_4320","actors_8","0.905"
"academy_awards_3186","actors_102","0.905"
"academy_awards_1184","actors_136","0.75"
"academy_awards_3510","actors_96","0.7058823529411764"
"academy_awards_1272","actors_135","0.905"
"academy_awards_1829","actors_50","0.905"
"academy_awards_3716","actors_16","0.8140909090909091"
"academy_awards_3059","actors_104","0.905"
"academy_awards_1122","actors_64","0.905"
"academy_awards_4165","actors_10","0.75"
"academy_awards_3813","actors_93","0.905"
"academy_awards_2141","actors_44","0.905"
"academy_awards_2207","actors_42","0.7272727272727273"
"academy_awards_453","actors_76","0.905"
"academy_awards_4190","actors_9","0.7105555555555556"
"academy_awards_3531","actors_18","0.7"
"academy_awards_553","actors_147","0.905"
"academy_awards_2783","actors_109","0.905"
"academy_awards_2020","actors_123","0.7142857142857143"
"academy_awards_1416","actors_58","0.7105263157894737"
"academy_awards_1279","actors_61","0.905"
"academy_awards_1212","actors_136","0.7"
"academy_awards_1383","actors_133","0.905"
"academy_awards_3996","actors_91","0.7045454545454546"
"academy_awards_1532","actors_130","0.7383333333333334"
"academy_awards_4261","actors_87","0.905"
"academy_awards_2452","actors_37","0.905"
"academy_awards_2625","actors_34","0.905"
"academy_awards_2028","actors_123","0.7083333333333333"
"academy_awards_4015","actors_91","0.905"
"academy_awards_4399","actors_6","0.8200000000000001"
"academy_awards_2158","actors_120","0.7222222222222222"
"academy_awards_1062","actors_65","0.7291666666666667"
"academy_awards_2781","actors_30","0.7045454545454546"
"academy_awards_513","actors_75","0.7264285714285714"
"academy_awards_1541","actors_56","0.8716666666666667"
"academy_awards_3920","actors_14","0.905"
"academy_awards_1745","actors_127","0.71875"
